,titulos,empresa,todas_salario,todos_local,url,job_description,paragrafos,Cidade,Estado
30,Analista de dados (BI) | TRACK&FIELD | São Paulo,TRACK & FIELD,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-bi-trackfield-sao-paulo/23917902/?origem_apply=busca-de-vagas&entrada_apply=direto,"Missão da Área ?Na área de Análise de Dados e Criação de Dashboards com Power BI, somos responsáveis por transformar dados em insights acionáveis por meio da criação de dashboards interativos e visualizações impactantes. Nossa missão é capacitar a tomada de decisões informadas e estratégicas em toda a organização, utilizando ferramentas de análise de dados avançadas.Sua missão ?Ser uma pessoa especializada em Power BI, desempenhando um papel crucial na tradução de conjuntos de dados complexos em dashboards intuitivos e compreensivos. Este profissional atua como um intérprete de informações, transformando dados brutos em visualizações significativas que impulsionam a eficiência operacional e o planejamento estratégico. Quais serão suas responsabilidades? ? # Criar e desenvolver dashboards interativos e visualizações personalizadas no Power BI para atender às necessidades de diversas equipes e departamentos.# Coletar, limpar e transformar dados de diferentes fontes, assegurando sua integridade e confiabilidade.# Colaborar com as partes interessadas para compreender os requisitos e objetivos de análise, garantindo que as visualizações geradas atendam às suas necessidades.# Desenvolver métricas-chave e indicadores de desempenho para monitorar o progresso e identificar áreas de oportunidade.Identificar padrões, tendências e insights nos dados por meio da análise exploratória.# Fornecer suporte na interpretação dos dados apresentados e auxiliar na formulação de recomendações baseadas em evidências.# Manter-se atualizado com as melhores práticas e tendências em visualização de dados e análise de negócios. Perfil que buscamos ?Buscamos uma pessoa proativa e orientada a resultados, que tenha um olhar analítico apurado e uma paixão por transformar dados em narrativas visuais impactantes. O candidato ideal deve ser comunicativo e ter habilidades de colaboração para entender as necessidades das equipes e traduzi-las em soluções visuais eficazes.HabilidadesPower BI e suas capacidades de visualização e análise.Manipulação e transformação de dados.Práticas de análise de dados e estatísticas.O que você precisa ter:Graduação Concluída em Ciência da Computação, Estatística, Engenharia, Administração ou áreas correlatas.Sólido conhecimento e experiência em linguagem DAX para criação de fórmulas e medidas complexas no Power BI.Proficiência em Python, incluindo o uso da biblioteca Pandas, para manipulação avançada e análise de dados.Experiência na criação de dashboards interativos e relatórios utilizando Power BI, com ênfase na utilização eficaz de DAX e visualizações.Excelentes habilidades de comunicação, capacidade de trabalhar com prazos e atenção aos detalhes, juntamente com a capacidade de traduzir requisitos de análise de dados em soluções tangíveis usando DAX e Python","CLT (Efetivo) Local ?São Paulo - Itaim Bibi#PapoReto ?? Nossa seleção já está rolando! E aí, vem com a gente?Inscrição e análise das candidaturas&nbsp;Bate-papo com a pessoa recrutadoraEntrevistasDesafioFeedbacks e/ou proposta, retorno sobre o processo.&nbsp;#Conheça mais de nossos processos seletivos acompanhando nossa pagina de carreira: https://tfcarreira.gupy.io/ Cadastre-se gratuitamente para ver mais informações da empresa.  ",São Paulo , SP 
31,Analista de Dados Júnior,PROFARMA,,Rio de Janeiro - RJ (1),https://www.catho.com.br/vagas/analista-de-dados-junior/24404175/?origem_apply=busca-de-vagas&entrada_apply=direto,"O Grupo Profarma busca profissionais para a posição de ANALISTA DE DADOS JR na Profarma Distribuição para atuar de forma híbrida na nossa Sede Corporativa localizada na Barra da Tijuca (RJ). O nosso propósito é entregar saúde! Se você é inconformado, protagonista da sua carreira e busca a excelência continuamente para encantar seus clientes, essa é a sua oportunidade! GRUPO PROFARMA Formado pela Profarma Distribuição e pela Rede d1000, o Grupo Profarma está presente em 16 estados no Brasil. Fundado em 1961, hoje é um dos maiores grupos empresariais do setor farmacêutico do país e suas empresas, que possuem capital aberto, ocupam posição de destaque nos mercados em que atuam. Com mais de 7.200 colaboradores, 14 Centros de Distribuição e mais de 200 lojas, a Companhia conta com equipes que se dedicam para promover o acesso à saúde e bem-estar com atuação inclusiva, sustentável e socialmente engajada. Em 2022, o Grupo Profarma recebeu a certificação do Great Place to Work, sendo considerada uma das melhores empresas para se trabalhar. Para mais informações, acesse https://grupoprofarma.com.br/. PROFARMA DISTRIBUIÇÃOSegunda maior empresa nacional de distribuição de produtos farmacêuticos, higiene e beleza. Possui 62 anos de história, 14 Centros de Distribuição e atuação em 16 estados e Distrito Federal. Presente em 4.500 cidades, a empresa atende 48 mil farmácias e realiza mais de 23 mil entregas por dia. Conheça os principais desafios e responsabilidades da função:

Produzir telas de PBI (front end) sendo responsável pela elaboração e homologação das telas de visualização do PBI da VP Distribuição para se ter indicadores compreensíveis para as partes interessadas;Assegurar qualidade dos cadastros e dados de mercado da companhia por meio de avaliação de conformidade e acompanhamento junto as áreas clientes dos parâmetros e dos dados inseridos nas plataformas de BI;Contribuir na manutenção de relatórios usuais de toda a VP Distribuição por meio de verificação de uso dos relatórios e alinhamentos com as gerências das melhores métricas, construções da camada de visualização e disponibilização dos dashboards;Assegurar o cumprimento da política de segurança de acesso à informação da VP Distribuição por meio da manutenção dos acessos dentro da política previamente definida;Assegurar a integração de dados e ambiente autoatendimento responsável pela testagem e manutenção junto ao fornecedor de um ambiente de autoatendimento para a VP Distribuição;Auxiliar no acompanhamento do backlog de desenvolvimento da arquitetura de dados por meio do desenvolvimento da arquitetura dos dados, das integrações e fluxos de dados para os modelos de visualização de consumo de dados previstos. Qualificações e Requisitos Gerais:

Superior completo em TI, Ciência da Computação, Engenharia, Matemática Aplicada e áreas afins;Experiência na área;Domínio em ferramentas de BI (exemplo:

Tableau, Power BI, Qlikview, entre outros);Noções em Analytics e Big Data (ex:

Event Hub, Synapse, ODI, Azure, Databricks e Data Factory);Noções em Linguagens de Programação (ex:
R, Java, Phyton e SQL);Conhecimento em Pacote Office. Contratação CLT +
Benefícios.

Informações adicionais:
Graduação/Completo,Ciência da Computação,Engenharia,Matemática Aplicada,TI

Benefícios:
Vale transporte|Vale refeição|Assistência médica|Assistência odontológica|Seguro
de vida|Programa de Apoio Psicológico|Participação nos lucros|Benefício SESC|s
Day-off no seu aniversário|Programa de Apoio Pessoal",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Rio de Janeiro , RJ 
32,ANALISTA DE DADOS CRM,BALAROTI,,São José dos Pinhais - PR (1),https://www.catho.com.br/vagas/analista-de-dados-crm/24402819/?origem_apply=busca-de-vagas&entrada_apply=direto,"-Profissionais apaixonados em Análise de Dados com aplicação em Marketing, com
formação ou cursando áreas de Marketing, Ciência de Dados, Ciência da Computação
e/ou Tecnologia de Informação.Missão do cargo:- Atuar na manipulação e análise de
dados para desenvolvimento de negócios que envolvam a área do CRM.

Informações adicionais:
-Desenvolvimento de dashboards, análise de dados em base de clientes e vendas e
criação de indicadores através da utilização de ferramentas de BI, Banco de Dados
e Excel.- Sugerir e recomendar oportunidades frente aos dados analisados.-Disparo
de e-mail marketing, SMS, Whatsapp, operações de segmentação de bases (análise de
comportamento do cliente, ciclo de vida). Benefícios:Vale Refeição ou Alimentação
pela VR BenefíciosVale Transporte;Plano de saúde Unimed;Plano odontológico
Prevident e Dentaluni;Convênio Farmácia;Facilidades que só o Balaroti te
oferece:Universidade Balaroti | Plataforma de cursos EaD;Descontos na compra de
material de construção;Plano de carreira Gerente Trainee;Convênio com
universidades; Motivos para se tornar um BalaloverSomos apaixonados por
pessoas;Salário competitivo com o mercado de trabalho;Cultura e valores que
promovem o desenvolvimento contínuo no âmbito profissional e pessoal;Desafios
diários que proporcionarão aprendizado de forma acelerada;Trabalhe com
profissionais criativos e talentosos, que buscam a evolução contínua;Estamos em
constante crescimento e expansão, o que possibilita impulsionar a carreira do
nosso Time; -Conhecimento em ferramentas de BI, comandos SQL, experiência em
segmentação de público (personas), testes e réguas de relacionamento.-Além de
realizar análise de dados, é importante que o profissional tenha boas habilidades
de comunicação, raciocínio lógico e boa visão de mercado.-Experiência em
ferramentas de CRM e Tableau será um diferencial. Benefícios:Vale Refeição ou
Alimentação pela VR BenefíciosVale Transporte;Plano de saúde Unimed;Plano
odontológico Prevident e Dentaluni;Convênio Farmácia;Facilidades que só o Balaroti
te oferece:Universidade Balaroti | Plataforma de cursos EaD;Descontos na compra de
material de construção;Plano de carreira Gerente Trainee;Convênio com
universidades; Motivos para se tornar um BalaloverSomos apaixonados por
pessoas;Salário competitivo com o mercado de trabalho;Cultura e valores que
promovem o desenvolvimento contínuo no âmbito profissional e pessoal;Desafios
diários que proporcionarão aprendizado de forma acelerada;Trabalhe com
profissionais criativos e talentosos, que buscam a evolução contínua;Estamos em
constante crescimento e expansão, o que possibilita impulsionar a carreira do
nosso Time;",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São José dos Pinhais , PR 
33,Analista de Dados em Compras,SHOPEE BRASIL,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-em-compras/24373599/?origem_apply=busca-de-vagas&entrada_apply=direto,"The Operation teams at Shopee covers the operational end-to-end process, from when
the buyer searches for a product listed on the Shopee platform, to the moment the
buyer receives the products. The team analyses and monitors operational KPIs
across the region and conducts root cause analysis when operation performance
fluctuates. The Operations team comprises Customer Service, Payment, Listings,
Warehouse, Logistics, Seller Operations and Fraud.
Utilizar a análise de dados para iniciar e moldar novas tendências de mercado para
trabalhar com diferentes 3PLs;
Modelar, simular e analisar cenários hipotéticos através da extração de bases de
dados numerosas para criar vários cenários para gerar resultados de negócios;
Propor e avaliar diferentes cenários da rede logística que conduzam ao melhor
custo total da cadeia de abastecimento considerando as áreas de processo,
logística e transporte;
Apoiar o desenvolvimento e a execução de estratégias de sourcing focadas em custo
e apoiar a
melhoria contínua e padronização dos processos de sourcing estratégico;
Analisar, gerir e avaliar a melhor rede logística de distribuição da Shopee para
garantir o funcionamento desejado e responder às necessidades operacionais a médio
e e longo prazo com o menor custo possível;
Analisar e avaliar diferentes iniciativas e projectos da operação para determinar
a melhor solução e fornecer informações relevantes para a tomada de decisão
através da simulação de cenários ""e se"" que considerem os custos e restrições do
Shopee.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
34,Estágio em Análise de Dados,ESTADÃO,,São Paulo - SP (1),https://www.catho.com.br/vagas/estagio-em-analise-de-dados/24285922/?origem_apply=busca-de-vagas&entrada_apply=direto,"O Estadão é uma das maiores, mais importantes e sólidas empresas de informação e comunicação do Brasil. Acreditamos que a informação é uma poderosa ferramenta de transformação social e que empodera e prepara as pessoas para os desafios do futuro. Com foco na inovação e com os clientes no centro do nosso negócio estamos mudando nossa forma de pensar e trabalhar e passando por um processo de transformação digital que promete impactar (e muito) na vida dos nossos colaboradores e leitores. Quer fazer parte dessa história? Então vem pensar com a gente! Auxiliar na rotina da área de dados, na coleta, organização e interpretação de informações relevantes para o negócio. Isso inclui manipulação de dados, geração de relatórios e visualização de informações para apoiar uma tomada de decisões.Auxiliar na rotina da área comercial, colaborar com nossa equipe de vendas e marketing, fornecendo insights baseados em dados que impulsionam estratégias comerciais eficazes. Isso envolve uma análise de tendências de mercado, comportamento do cliente e avaliação de desempenho de campanhas.Contribuir com novas ideias e processos, encorajamos a inovação e estamos abertos a novas ideias. Esperamos que você participe ativamente, propondo melhorias nos processos existentes e buscando abordagens criativas para resolver problemas. É necessário estar cursando Engenharia de produção, Administração, Ciência de Dados ou Sistemas da Informação;Ter interesse em atuação direta com dados;Será considerado um diferencial:Power BISQLBIGQUERYPacote OfficeDisponibilidade para atuação em SP/ZN, modelo hibrido, no período das 09:00 as 15:00.",Day off de aniversário;Casual every day;Vale Transporte;Restaurante Interno;Seguro de Vida;Acesso ao conteúdo digital completo do Estadão;Descontos exclusivos em instituições de ensino.Auxílio Psicológico - Vittude; Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
35,ANALISTA DE DADOS - Start Immediately,GRABS,,Mogi das Cruzes - SP (1),https://www.catho.com.br/vagas/analista-de-dados-start-immediately/24432483/?origem_apply=busca-de-vagas&entrada_apply=direto,"We are hiring an ambitious ANALISTA DE DADOS to join our knowledgeable team at
Movida Aluguel de Carros in Mogi das Cruzes, SP.
Growing your career as a Full Time ANALISTA DE DADOS is an awesome opportunity to
develop exceptional skills.
If you are strong in leadership, teamwork and have the right work ethic for the
job, then apply for the position of ANALISTA DE DADOS at Movida Aluguel de Carros
today!
Descrição da vaga
A Movida é uma empresa de soluções inovadoras em mobilidade urbana e modelo de
negócios com forte direcionamento para desenvolvimento socioambiental. Desde 2006
no mercado, conta hoje com a frota mais nova do Brasil e dispõe de lojas nas
principais cidades e aeroportos do país. A companhia é reconhecida como uma
locadora moderna, alinhada às últimas tendências tecnológicas e que investe em
diversificação e renovação de frota, treinamento de funcionários e serviços
exclusivos.
Norteada pela devoção em servir, foi pioneira em oferecer serviços como aluguel
mensal e de longo prazo para pessoa física, opções para pré-pagamento e diárias de
27 horas. Focada em tecnologia, também saiu na frente do setor ao oferecer
soluções como web check-in, wi-fi no carro, chatbot nas redes sociais e tecnologia
de pagamento contactless em todos os veículos.
Empresa da SIMPAR, hoje faz parte da Movida Participações, criada em 2015 para
administrar as operações de Aluguel de Carros, Venda de Seminovos e de Gestão de
Terceirização de Frotas de veículos leves.
Com mais de 3700 colaboradores apaixonados, a Movida se diferencia pelo seu
""jeitão"" inovador e descomplicado. Carrega em seu DNA o foco no cliente e a sua
GENTE como prioridade!
Todos os processos seletivos conduzidos pela MOVIDA são afirmativos, inclusivos
e não discriminatórios.
Responsabilidades e atribuições
Estruturar os relatórios e dashboards da área de Backoffice GTF divulgando
diariamente através da ferramenta tableau;
Criar e utilizar consultas utilizando os diversos bancos de dados da empresa;
Ser o principal ponto de apoio da área de BI & Analytics para suportar o
desenvolvimento de novos bancos de dados e dashboards;
Monitorar processos / controles gerenciais e propor planos de ação para a melhoria
da eficiência operacional da companhia;
Preparar materiais e relatórios gerenciais para reuniões da diretoria.
Requisitos e qualificações
Superior Cursando ou Completo em Administração áreas correlatas;
Excel avançado;
Desejável conhecimento em Tableau.

COMPLEMENTO:
Disponibilidade para atuar no formato presencial na região de Mogi das Cruzes -
SP;
Escala de trabalho de segunda a sexta-feira das 8:00 as 17:48.
Informações adicionais
GENTE É O NOSSO NEGÓCIO E É POR ISSO QUE VALORIZAMOS NOSSOS COLABORADORES DE
DIVERSAS FORMAS!
Os benefícios tradicionais que você já conhece, nós também temos. Queremos te
mostrar que vamos além. Saiba mais!
LIGADO EM VOCÊ: Atendimento especializado para a nossa gente e familiares por
meio de uma central 24 horas para apoio psicológico, sobre saúde, social,
familiar, financeiro e/ou jurídico e tudo isso com sigilo absoluto.
Licença Maternidade e Paternidade estendidas + Kit nascimento para
recém-mamães e recém-papais.
Sabemos o quanto a educação das crianças e adolescentes é importante. Aqui na
MOVIDA , damos aquela ajuda na compra do kit escolar para os filhos da nossa
gente.
Nossa gente tem acesso exclusivo a uma plataforma de descontos em viagens,
cultura e entretenimento, serviços, gastronomia, educação e bem-estar.
Pela Universidade MOVIDA , a nossa gente aprende e potencializa seu
desenvolvimento profissional, tornando cada um(a) protagonista de sua carreira.
Reconhecemos e valorizamos a nossa gente veterana que completa anos de casa.
Quem possui mais de 15 anos , ainda tem um evento mega especial.
Cantinho da Mamãe: O espaço, na Matriz no Itaim Bibi e Sede Administrativa em
Mogi das Cruzes, é dedicado as mamães que retornam de licença maternidade e querem
seguir com o aleitamento materno. No local, há todos os itens para retirar e
armazenar o leite, com privacidade e conforto.
Se identificou com essa vaga? Conheça as nossas vagas, inscreva-se e vamos juntos
participar dessa Empresa que cresce todos os dias.
A VIDA É PRA SER MOVIDA
Fundada em 2006, A Movida é uma das maiores empresas no setor de aluguel de
veículos leves e gestão de frotas do Brasil. Destaca-se pelo atendimento,
diversificação de serviços e inovações como o aluguel mensal para pessoa física,
Wi-Fi 4G móvel no carro, Programa Carbon Free, entre outros, e o crescimento
expressivo no tamanho da frota nos últimos anos.
Listada no Novo Mercado da B3 (MOVI3), o mais alto nível de governança
corporativa, também faz parte do Índice de Sustentabilidade Empresarial (ISE) e é
a primeira locadora de automóveis de capital aberto em todo o mundo a obter a
certificação Empresa B, o que reforça seu compromisso com a sustentabilidade.
Atualmente estamos em 26 estados localizados nas principais cidades e aeroportos
sendo 180 lojas de Locação de Veículos e 87 Lojas de Vendas de Seminovos.
Fomos adquiridos em 2013 pela empresa JSL (Grupo Simpar), hoje faz parte da
empresa Movida Participações, criada em 2015 para administrar as operações de Rent
a Car e de Gestão e Terceirização de Frotas e veículos leves.
Com mais de 5.000 colaboradores, a Movida se diferencia pelo seu ""jeitão"" inovador
e descomplicado. Carrega em seu DNA o foco no cliente e a sua GENTE como
prioridade!
Aqui, valorizamos as pessoas e a diversidade, garantindo o respeito às diferenças
e à igualdade de oportunidades.

Benefits of working as a ANALISTA DE DADOS in Mogi das Cruzes, SP:
Ï Excellent benefits
Ï Opportunities to grow
Ï Generous Compensation",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Mogi das Cruzes , SP 
36,Analista de Dados Pleno (Híbrido),ACCENTURE,,Uberlândia - MG (1),https://www.catho.com.br/vagas/analista-de-dados-pleno-hibrido/24389464/?origem_apply=busca-de-vagas&entrada_apply=direto,"Abraçamos o poder da mudança para criar valor e sucesso compartilhado para nossos
clientes, funcionários, acionistas, parceiros e comunidades. Contamos com a maior
rede mundial de centros de tecnologia avançada e operações inteligentes.
Provocamos a mudança no mercado
Trabalhamos juntos mundo afora para fazer um mundo de diferenças. A Accenture é
uma empresa global de serviços profissionais líder em soluções para digital, nuvem
e segurança. Ao combinar experiência incomparável e habilidades especializadas em
mais de 40 setores, oferecemos serviços em Estratégia e Consultoria, Tecnologia,
Operações, Industry X e a Accenture Song.
Ao trabalharmos juntos, a mudança se torna a fonte de progresso mais dinâmica e
poderosa que você tem. Somos mais de 738 mil pessoas, presentes em mais de 120
países, engajados em fazer inovação todos os dias e transformar o mundo em um
lugar melhor para as pessoas.
Junte-se a nós - Operations
Repensemos a maneira como as pessoas trabalham e o desempenho das empresas, ao
aproveitar o poder dos dados valiosos para a tomada de decisões, tecnologia
inovadora e inteligência de máquina avançada. Em uma era em que as pessoas são
essenciais para o sucesso, junte-se a uma equipe que prioriza a criatividade
humana e promove uma força de trabalho onde a tecnologia eleva as pessoas (e não o
contrário), liberando-as para um pensamento mais criativo e um trabalho
estimulante.

O que você vai fazer no seu dia a dia:
Coletar dados e fazer análises sobre indicadores da operação de campo.
Realizar a extração, transformação e carga de dados com foco a auxiliar as áreas
do negócio e operacionais da empresa para a desenvolver investigações.
Levantar insights que auxiliem nas respostas aos problemas do negócio.

Além disso, é desejável conhecimento:
Formação em Tecnologia.
Sólida Experiência em Excel e conhecimento em ferramentas de datavisualização, SQL
e Banco de dados para realização de analises e criação de dashboards.
Capacidade para capturar e analisar grande volume de informações contidas em banco
de dados.
Capacidade de extração, transformação e carga de dados com foco a auxiliar as
áreas de negócio e operacionais da empresa a desenvolver investigações e levantar
insights.

Benefícios:
Assistência Médica - 100% subsidiada pela empresa (titular e dependentes)
Assistência Odontológica
Vale Refeição ou Alimentação sem desconto
Seguro de vida
Previdência Privada
Gympass
Opção de compra de ações da empresa com desconto
Desconto Farmácia
Auxílio Creche
Parceria com escola de idiomas
Licença Maternidade e Paternidade Estendida
PPR
*Conforme política vigente

Localidade da vaga:
Uberlândia - MG (ida ao escritório do cliente 2 vezes por semana)
Buscamos perfis que estejam alinhados aos valores da empresa, entusiastas em
trabalhar em um ambiente colaborativo e dinâmico e que tenham a excelência na
entrega e a inovação presentes em seu dia a dia.
Valorizamos a competência independentemente da sua raça, idade, gênero, orientação
sexual, credo, convicção política. A diversidade das nossas pessoas é o que faz
Accenture excepcional. Nós reconhecemos que cada pessoa possui forças exclusivas e
diversas.
Oportunidades Iguais de Emprego
Todas as decisões de recrutamento e contratação devem ser tomadas sem levar em
consideração idade, raça, credo, cor, religião, sexo, nacionalidade, ascendência,
status de invalidez, condição de veterano, orientação sexual, identidade ou
expressão de gênero, informação genética, estado civil, status de cidadania ou
qualquer outra base protegida por leis federais, estaduais ou locais.
Os candidatos às vagas não serão obrigados a divulgar registros de condenações ou
detenções, selados ou eliminados, como parte do processo de contratação.
A Accenture está empenhada em fornecer oportunidades voltadas para os veteranos,
nossos homens e mulheres de serviço.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,Uberlândia , MG 
37,ANALISTA DE DADOS SÊNIOR (área comercial),BRASILPREV,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-dados-senior-area-comercial/24377283/?origem_apply=busca-de-vagas&entrada_apply=direto,"Aqui temos o propósito de ""Transformar a maneira como o brasileiro prepara seu
futuro de forma sustentável!""Se você pensa e acredita nesse propósito, bora
construir soluções que ajudem nossos clientes a viver a longevidade de forma
plena, consciente e equilibrada.O time comercial da Brasilprev abre as portas para
pessoas que queiram construir soluções pensadas para o cliente e que tangibilizem
o planejamento financeiro de longo prazo, a longevidade e as melhores formas de se
utilizar os recursos acumulados ao longo de uma vida toda.Se identificou? Venha
trabalhar com a gente! ;)

Informações adicionais:

Desenvolver soluções comerciais, relatórios, acompanhamentos e apresentações com objetivo criar interface entre as áreas administrativas e área comercial, facilitando a atuação dos consultores na interpretação da estratégia da diretoria e direcionando a atuação nas vendas.Captar informações das diversas áreas e transformá-las em insumos, através de relatórios, dashboards e apresentações, com intuito de direcionar a força de vendas aos objetivos da Brasilprev. Pacote de BenefíciosVale Alimentação e Vale RefeiçãoSeguro de VidaSeguro de Saúde - SulaméricaSeguro Odontológico (opcional) - BBDentalPlano de Previdência Brasilprev (opcional)Licença Maternidade e Paternidade estendidaAuxílio Creche/BabáPrograma de Participação dos Resultados (PPR)Vale Transporte / Auxílio Fretado / EstacionamentoDay Off de um dia no mês de seu aniversárioGympass e Espaço Saúde com programas de promoção à saúde e bem-estar dos colaboradoresFlexibilidade na Jornada de Trabalho e banco de horasConvênio AABB  Associação Atlética do Banco do BrasilPlataforma e-learning de treinamentosTrabalho híbrido (até 02 dias de home office semanal)ÿ. Será imprescindível:Domínio do pacote Office:
Word, Excel, Access e Power Point;Domínio em linguagem de programação;Experiência
com análise de dados, criação de dashboards, Power BI, ETL e Banco de
dados.Desejáveis:Conhecimento em Previdência Complementar;Conhecimento em Python.
Pacote de BenefíciosVale Alimentação e Vale RefeiçãoSeguro de VidaSeguro de Saúde
- SulaméricaSeguro Odontológico (opcional) - BBDentalPlano de Previdência
Brasilprev (opcional)Licença Maternidade e Paternidade estendidaAuxílio
Creche/BabáPrograma de Participação dos Resultados (PPR)Vale Transporte / Auxílio
Fretado / EstacionamentoDay Off de um dia no mês de seu aniversárioGympass e
Espaço Saúde com programas de promoção à saúde e bem-estar dos
colaboradoresFlexibilidade na Jornada de Trabalho e banco de horasConvênio AABB 
Associação Atlética do Banco do BrasilPlataforma e-learning de
treinamentosTrabalho híbrido (até 02 dias de home office semanal)ÿ.",Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
38,Analista de Performance/Dados para Google Ads,BRANDMONITOR,,São Paulo - SP (1),https://www.catho.com.br/vagas/analista-de-performance-dados-para-google-ads/24267641/?origem_apply=busca-de-vagas&entrada_apply=direto,"A BrandMonitor está em plena expansão e busca um Analista de Performance/Dados para integrar nossa equipe. Este profissional, com sólida formação em marketing e performance, especialista em Google ads será alocado de forma a atuar como um Account Strategist. O objetivo é combinar habilidades analíticas e estratégicas para transformar insights em ações, garantindo que nossos clientes recebam recomendações orientadas por dados para otimizar suas campanhas de Google Ads.  ? Análise de Brand Bidding: Avalie insights de brand bidding para as marcas que monitoramos e protegemos, identificando oportunidades e ameaças.? Otimização de Contas de Anúncios de Google ads: Forneça recomendações acionáveis para otimizar contas de anúncios, focando na melhoria do desempenho de campanhas que usam termos institucionais.? Análise de Dados e Performance: Extraia e traduza dados de diversas plataformas digitais em insights e recomendações para otimizar campanhas e estratégias.? Estratégia de Contas: Colabore estreitamente com a equipe e os clientes para desenvolver e implementar estratégias de mídia digital eficientes.? Comunicação com Clientes: Seja o ponto de contato estratégico para clientes, apresentando relatórios, insights e recomendações.? Integração com a Equipe: Trabalhe de forma integrada com as equipes de marketing, performance e atendimento para garantir o alinhamento e a execução otimizada das estratégias. ? Graduação em Marketing, Estatística, Economia ou áreas correlatas.? Experiência com análise e otimização de contas de anúncios.? Domínio de ferramentas analíticas, como Google Analytics, Data Studio, entre outras.? Proficiência em plataformas de publicidade digital.? Excelentes habilidades de comunicação verbal e escrita.? Capacidade de trabalhar de forma independente e em equipe.Desejável? Certificações em plataformas de publicidade digital.? Experiência com ferramentas de visualização de dados.? Conhecimento em SQL ou linguagens de programação voltadas para análise de dados.",Prestador de serviços (PJ) ?? Localização: Remoto.????Salário: R$ 4.000 - PJ?? Cadastre-se gratuitamente para ver mais informações da empresa.  ,São Paulo , SP 
39,Analista de Inteligência em Dados (BI) - Júnior,TRINUS CO.,,Goiania - GO (1),https://www.catho.com.br/vagas/analista-de-inteligencia-em-dados-bi-junior/24216635/?origem_apply=busca-de-vagas&entrada_apply=direto,"Sobre a área:A área de Dados na Trinus Co. é conhecida como GuarDados. A nossa missão é reunir, desenvolver, interpretar e dar suporte as tomadas de decisões com base em dados.Sobre o time:?O time de BI, dentro dos GuarDados tem a missão de desenvolver soluções em dados para auxiliar os times da Trinus Co. em análises e tomadas de decisões! Por meio de dados que estão em nosso dia a dia, vamos mergulhar dentro do Big Data da Trinus Co, buscando soluções para entregar os dados para que os times possam desenvolver análises e tomar decisões mais assertivas em seu dia dia. Como será o seu dia a dia:Desenvolver visualizações em Power BI e outras ferramentas;Desenvolver scripts em SQL;Construir modelos de relacionamento entre tabelas;Construir tabelas para BI no Databricks. O que buscamos em você:Conhecimento em SQL (Intermediário);PowerBI (DAX e Relacionamentos - Intermediário);Conhecimento em storytelling de dados;Experiência em Databricks.Critérios que aumentam o match na vaga:Experiência em Tabular Editor;Experiência em DBT;Linguagem M;Python.","CLT (Efetivo) O que oferecemos aqui:&nbsp;Vale Alimentação/Refeição/mobilidade (Cartão Swille);&nbsp;Vale Cultura;&nbsp;Vale Transporte;&nbsp;Benefício Saúde Mental (Moodar);&nbsp;Educação Corporativa;&nbsp;Plataforma de Treinamentos;&nbsp;Box de Crosstrainning Exclusivo para os Colaboradores;&nbsp;Total Pass;&nbsp;Parcerias com Instituições de Ensino;&nbsp;Plano de Saúde Nacional;&nbsp;Plano Odontológico;&nbsp;Seguro de Vida;&nbsp;Ambiente Repleto de Desafios e Aprendizados;&nbsp;Agilidade e Autonomia;&nbsp;Bônus Anual.&nbsp;Além disso, gostamos de destacar:&nbsp;Oportunidade de trocar conhecimentos diários com um time referência no mercado;&nbsp;Na Trinus, prezamos pelo bem-estar, pelo trabalho em equipe e acreditamos que com liberdade e responsabilidade chegaremos ainda mais longe;&nbsp;Oportunidade de crescimento;&nbsp;Nosso time possui uma capacidade de mobilização única!&nbsp;Essa vaga está aberta à aplicação de todas as pessoas - independentemente de suas características ou condições humanas quanto à etnia, gênero, orientação sexual, acessibilidade, cultural, social ou de qualquer outro fator.&nbsp;&nbsp;Reforçamos:?Todas as nossas vagas estão e sempre estarão abertas para pessoas com deficiência (PCDs). Em caso de dúvidas entre em contato conosco via WhatsApp (62) 3773-1502 (Falar com Djenniffer).&nbsp;&nbsp;Para que sua candidatura seja válida, precisamos que você preencha todas as perguntas na etapa de cadastro e realize todos os testes online. Caso contrário, a sua candidatura não segue para análise.&nbsp;&nbsp;Se liga nessa dica:?Caso já tenha se candidatado em outras vagas, você pode salvar as respostas do cadastro em um bloco de notas para reutilizar em futuras candidaturas, da mesma forma como pode reutilizar o resultado dos testes respondidos anteriormente ?&nbsp; Cadastre-se gratuitamente para ver mais informações da empresa.  ",Goiania , GO 
